26,717.2,-648.7,6753,1.24,0.92,9.33,24.12,9.21,54.04,2017-11-02 11:31:15.449322
27,732.3,-633.3,6754,1.24,0.92,9.21,24.4,9.28,56.2,2017-11-02 11:31:17.609322
28,723.8,-640.9,6755,1.24,0.92,9.28,24.32,9.33,58.36,2017-11-02 11:31:19.769322
29,710.4,-644.7,6756,1.24,0.92,9.33,24.09,9.18,60.52,2017-11-02 11:31:21.929322
30,727.9,-642.5,6757,1.24,0.92,9.18,24.37,9.31,62.68,2017-11-02 11:31:24.089322
31,718.7,-641.2,6758,1.24,0.92,9.31,24.26,9.27,64.84,2017-11-02 11:31:26.249322
32,729.7,-638.2,6759,1.24,0.92,9.27,24.14,9.21,67.0,2017-11-02 11:31:28.409322
33,723.7,-635.5,6760,1.24,0.92,9.21,24.53,9.29,69.16,2017-11-02 11:31:30.569322
34,723.6,-635.6,6761,1.24,0.92,9.29,24.29,9.29,71.32,2017-11-02 11:31:32.729322
35,718.9,-638.5,6762,1.24,0.92,9.29,24.18,9.16,73.48,2017-11-02 11:31:34.889322
36,726.3,-635.7,6763,1.24,0.92,9.16,24.47,9.31,75.64,2017-11-02 11:31:37.049322
37,727.9,-669.8,6764,1.24,0.92,9.31,24.35,7.91,77.8,2017-11-02 11:31:39.209322
38,742.3,-666.0,6765,1.24,0.92,7.91,24.75,7.83,79.96,2017-11-02 11:31:41.369322
39,751.3,-624.4,6766,1.24,0.92,7.83,25.12,9.29,82.12,2017-11-02 11:31:43.529322
40,726.1,-671.6,6767,1.24,0.92,9.29,24.34,7.81,84.28,2017-11-02 11:31:45.689322
41,747.6,-630.1,6768,1.24,0.92,7.81,25.04,9.2,86.44,2017-11-02 11:31:47.849322
42,728.2,-635.9,6769,1.24,0.92,9.2,24.37,9.38,88.6,2017-11-02 11:31:50.009322
43,724.4,-636.8,6770,1.24,0.92,9.38,24.09,9.12,90.76,2017-11-02 11:31:52.169322
44,723.9,-636.8,6771,1.24,0.92,9.12,24.54,9.28,92.92,2017-11-02 11:31:54.329322
45,731.1,-632.5,6772,1.24,0.92,9.28,24.44,9.42,95.08,2017-11-02 11:31:56.489322
46,722.7,-636.9,6773,1.24,0.92,9.42,24.02,9.15,97.24,2017-11-02 11:31:58.649322
47,731.2,-641.0,6774,1.24,0.92,9.15,24.63,9.29,99.4,2017-11-02 11:32:00.809322
48,732.9,-638.8,6775,1.24,0.92,9.29,24.25,9.46,101.56,2017-11-02 11:32:02.969322
49,724.0,-636.1,6776,1.24,0.92,9.46,24.14,9.13,103.72,2017-11-02 11:32:05.129322
50,732.6,-637.9,6777,1.24,0.92,9.13,24.62,9.23,105.88,2017-11-02 11:32:07.289322
51,732.9,-635.3,6778,1.24,0.92,9.23,24.28,9.45,108.04,2017-11-02 11:32:09.449322
52,732.0,-630.6,6779,1.24,0.92,9.45,24.17,9.15,110.2,2017-11-02 11:32:11.609322
53,730.4,-635.5,6780,1.24,0.92,9.15,24.66,9.29,112.36,2017-11-02 11:32:13.769322
54,734.5,-631.9,6781,1.24,0.92,9.29,24.2,9.44,114.52,2017-11-02 11:32:15.929322
55,732.0,-667.4,6782,1.24,0.92,9.44,24.12,7.79,116.68,2017-11-02 11:32:18.089322
56,757.8,-629.2,6783,1.24,0.92,7.79,25.36,9.24,118.84,2017-11-02 11:32:20.249322
57,738.9,-629.7,6784,1.24,0.92,9.24,24.31,9.47,121.0,2017-11-02 11:32:22.409322
58,727.9,-628.1,6785,1.24,0.92,9.47,24.11,9.15,123.16,2017-11-02 11:32:24.569322
59,735.7,-635.4,6786,1.24,0.92,9.15,24.53,9.26,125.32,2017-11-02 11:32:26.729322
60,732.2,-628.1,6787,1.24,0.92,9.26,24.33,9.44,127.48,2017-11-02 11:32:28.889322
61,728.1,-630.3,6788,1.24,0.92,9.44,24.14,9.17,129.64,2017-11-02 11:32:31.049322
62,732.7,-628.1,6789,1.24,0.92,9.17,24.54,9.23,131.8,2017-11-02 11:32:33.209322
63,737.3,-624.2,6790,1.24,0.92,9.23,24.21,9.5,133.96,2017-11-02 11:32:35.369322
64,728.4,-629.4,6791,1.24,0.92,9.5,24.14,9.17,136.12,2017-11-02 11:32:37.529322
65,734.2,-633.2,6792,1.24,0.92,9.17,24.59,9.27,138.28,2017-11-02 11:32:39.689322
66,732.4,-632.9,6793,1.24,0.92,9.27,24.25,9.33,140.44,2017-11-02 11:32:41.849322
67,728.5,-631.4,6794,1.24,0.92,9.33,24.05,9.21,142.6,2017-11-02 11:32:44.009322
68,717.1,-657.5,6795,1.24,0.92,9.21,24.29,9.42,144.76,2017-11-02 11:32:46.169322
69,692.5,-688.4,6796,1.24,0.92,9.42,24.07,9.64,146.92,2017-11-02 11:32:48.329322
70,701.9,-178.3,6797,1.24,0.92,9.64,23.31,9.7,149.08,2017-11-02 11:32:50.489322
71,-9.8,-415.6,6798,2.1,0.06,9.7,N/A,N/A,151.24,2017-11-02 11:32:52.649322
72,625.6,-632.5,6799,1.24,0.92,N/A,25.47,7.85,153.4,2017-11-02 11:32:54.809322
73,660.6,-575.9,6800,1.24,0.92,7.85,24.1,9.42,155.56,2017-11-02 11:32:56.969322
74,628.9,-594.8,6801,1.24,0.92,9.42,22.99,9.15,157.72,2017-11-02 11:32:59.129322
75,640.7,-584.7,6802,1.24,0.92,9.15,23.46,9.25,159.88,2017-11-02 11:33:01.289322
76,645.9,-595.5,6803,1.24,0.92,9.25,23.25,8.97,162.04,2017-11-02 11:33:03.449322
77,614.5,-641.3,6804,1.24,0.92,8.97,23.61,9.08,164.2,2017-11-02 11:33:05.609322
78,700.0,-579.0,6805,1.4,0.92,9.08,23.14,9.27,166.36,2017-11-02 11:33:07.769322
79,660.8,-611.4,6806,1.4,0.92,9.27,23.2,8.23,168.68,2017-11-02 11:33:10.089322
80,665.8,-607.3,6807,1.4,0.92,8.23,23.7,9.21,171.0,2017-11-02 11:33:12.409322
81,673.7,-589.7,6808,1.4,0.92,9.21,23.0,9.18,173.32,2017-11-02 11:33:14.729322
82,662.1,-587.0,6809,1.4,0.92,9.18,23.19,9.15,175.64,2017-11-02 11:33:17.049322
83,666.1,-587.5,6810,1.4,0.92,9.15,23.34,9.23,177.96,2017-11-02 11:33:19.369322
84,659.4,-606.9,6811,1.4,0.92,9.23,23.2,9.32,180.28,2017-11-02 11:33:21.689322
85,670.6,-582.9,6812,1.4,0.92,9.32,23.16,9.25,182.6,2017-11-02 11:33:24.009322
86,656.4,-593.3,6813,1.4,0.92,9.25,22.91,8.92,184.92,2017-11-02 11:33:26.329322
87,658.9,-589.2,6814,1.4,0.92,8.92,23.56,9.07,187.24,2017-11-02 11:33:28.649322
88,654.5,-597.4,6815,1.4,0.92,9.07,23.49,9.23,189.56,2017-11-02 11:33:30.969322
89,672.6,-597.1,6816,1.4,0.92,9.23,23.18,9.26,191.88,2017-11-02 11:33:33.289322
90,675.9,-619.3,6817,1.4,0.92,9.26,23.16,8.25,194.2,2017-11-02 11:33:35.609322
91,691.1,-577.2,6818,1.4,0.92,8.25,23.67,9.04,196.52,2017-11-02 11:33:37.929322
92,659.8,-582.3,6819,1.4,0.92,9.04,23.3,9.03,198.84,2017-11-02 11:33:40.249322
93,668.9,-606.9,6820,1.4,0.92,9.03,23.64,9.09,201.16,2017-11-02 11:33:42.569322
94,673.8,-580.9,6821,1.4,0.92,9.09,23.3,9.2,203.48,2017-11-02 11:33:44.889322
95,666.7,-596.6,6822,1.4,0.92,9.2,23.35,9.38,205.8,2017-11-02 11:33:47.209322
96,664.5,-609.8,6823,1.4,0.92,9.38,23.09,8.05,208.12,2017-11-02 11:33:49.529322
97,686.2,-579.2,6824,1.4,0.92,8.05,23.63,8.94,210.44,2017-11-02 11:33:51.849322
98,663.2,-672.4,6825,1.4,0.92,8.94,23.49,9.22,212.76,2017-11-02 11:33:54.169322
99,707.0,-614.5,6826,1.4,0.92,9.22,23.25,7.92,215.08,2017-11-02 11:33:56.489322
100,695.7,-587.9,6827,1.4,0.92,7.92,24.04,9.12,217.4,2017-11-02 11:33:58.809322
101,664.4,-599.1,6828,1.4,0.92,9.12,23.28,9.26,219.72,2017-11-02 11:34:01.129322
102,661.3,-594.9,6829,1.4,0.92,9.26,23.09,9.38,222.04,2017-11-02 11:34:03.449322
103,662.9,-576.2,6830,1.4,0.92,9.38,23.04,9.09,224.36,2017-11-02 11:34:05.769322
104,655.9,-588.0,6831,1.4,0.92,9.09,23.23,8.96,226.68,2017-11-02 11:34:08.089322
105,661.9,-587.4,6832,1.4,0.92,8.96,23.76,9.1,229.0,2017-11-02 11:34:10.409322
106,659.2,-594.7,6833,1.4,0.92,9.1,23.17,9.13,231.32,2017-11-02 11:34:12.729322
107,666.1,-583.8,6834,1.4,0.92,9.13,23.26,9.39,233.64,2017-11-02 11:34:15.049322
108,653.3,-584.5,6835,1.4,0.92,9.39,23.0,9.27,235.96,2017-11-02 11:34:17.369322
109,658.6,-617.5,6836,1.4,0.92,9.27,23.0,7.77,238.28,2017-11-02 11:34:19.689322
110,688.7,-587.3,6837,1.4,0.92,7.77,24.27,9.09,240.6,2017-11-02 11:34:22.009322
111,676.7,-566.7,6838,1.4,0.92,9.09,23.33,9.16,242.92,2017-11-02 11:34:24.329322
112,677.6,-575.6,6839,1.4,0.92,9.16,23.27,9.32,245.24,2017-11-02 11:34:26.649322
113,667.6,-607.1,6840,1.4,0.92,9.32,23.11,7.87,247.56,2017-11-02 11:34:28.969322
114,686.3,-574.3,6841,1.4,0.92,7.87,23.9,9.0,249.88,2017-11-02 11:34:31.289322
115,669.8,-585.8,6842,1.4,0.92,9.0,23.6,9.11,252.2,2017-11-02 11:34:33.609322
116,667.1,-581.9,6843,1.4,0.92,9.11,23.37,9.33,254.52,2017-11-02 11:34:35.929322
117,659.8,-574.0,6844,1.4,0.92,9.33,23.03,9.18,256.84,2017-11-02 11:34:38.249322
118,650.0,-583.2,6845,1.4,0.92,9.18,23.01,9.03,259.16,2017-11-02 11:34:40.569322
119,666.4,-584.0,6846,1.4,0.92,9.03,23.65,9.09,261.48,2017-11-02 11:34:42.889322
120,667.9,-582.2,6847,1.4,0.92,9.09,23.31,9.24,263.8,2017-11-02 11:34:45.209322
121,661.5,-575.2,6848,1.4,0.92,9.24,23.06,9.14,266.12,2017-11-02 11:34:47.529322
122,658.1,-583.8,6849,1.4,0.92,9.14,23.09,9.01,268.44,2017-11-02 11:34:49.849322
123,666.8,-587.4,6850,1.4,0.92,9.01,23.67,9.09,270.76,2017-11-02 11:34:52.169322
124,670.2,-581.3,6851,1.4,0.92,9.09,23.33,9.26,273.08,2017-11-02 11:34:54.489322
125,659.8,-573.0,6852,1.4,0.92,9.26,23.24,9.32,275.4,2017-11-02 11:34:56.809322
126,655.8,-588.4,6853,1.4,0.92,9.32,22.98,8.96,277.72,2017-11-02 11:34:59.129322
127,666.6,-588.6,6854,1.4,0.92,8.96,23.67,9.09,280.04,2017-11-02 11:35:01.449322
128,680.6,-594.0,6855,1.4,0.92,9.09,23.33,9.16,282.36,2017-11-02 11:35:03.769322
129,667.5,-604.4,6856,1.38,0.92,9.16,23.28,7.67,284.68,2017-11-02 11:35:06.089322
130,759.3,-491.5,6857,1.26,0.92,7.67,23.6,7.82,286.98,2017-11-02 11:35:08.389322
131,1715.5,0.0,6858,0.02,1.1,7.82,0.14,0.45,289.16,2017-11-02 11:35:10.569322
132,2889.2,0.0,6859,0.02,1.1,0.45,0.15,0.43,290.28,2017-11-02 11:35:11.689322
133,2301.3,-104.4,6860,0.2,0.76,0.43,1.6,5.66,291.4,2017-11-02 11:35:12.809322
134,0.0,255.9,6861,1.7,0.02,5.66,N/A,N/A,292.36,2017-11-02 11:35:13.769322
135,719.1,-570.4,6862,1.4,0.92,N/A,24.76,7.91,294.08,2017-11-02 11:35:15.489322
136,697.6,-604.1,6863,1.4,0.92,7.91,24.11,8.09,296.4,2017-11-02 11:35:17.809322
137,689.0,-566.2,6864,1.4,0.92,8.09,23.73,8.98,298.72,2017-11-02 11:35:20.129322
138,656.9,-580.9,6865,1.4,0.92,8.98,23.36,9.07,301.04,2017-11-02 11:35:22.449322
139,663.1,-595.8,6866,1.4,0.92,9.07,23.55,9.12,303.36,2017-11-02 11:35:24.769322
140,669.3,-580.6,6867,1.4,0.92,9.12,23.13,9.22,305.68,2017-11-02 11:35:27.089322
141,695.1,-571.2,6868,1.4,0.92,9.22,23.09,9.36,308.0,2017-11-02 11:35:29.409322
142,633.8,-617.1,6869,1.4,0.92,9.36,23.01,8.98,310.32,2017-11-02 11:35:31.729322
143,635.0,-622.2,6870,1.4,0.92,8.98,23.54,9.09,312.64,2017-11-02 11:35:34.049322
144,636.7,-621.7,6871,1.4,0.92,9.09,23.28,9.22,314.96,2017-11-02 11:35:36.369322
145,632.7,-618.8,6872,1.4,0.92,9.22,23.15,9.42,317.28,2017-11-02 11:35:38.689322
146,628.1,-620.4,6873,1.4,0.92,9.42,23.02,8.94,319.6,2017-11-02 11:35:41.009322
147,633.8,-624.5,6874,1.4,0.92,8.94,23.59,9.13,321.92,2017-11-02 11:35:43.329322
148,638.8,-631.1,6875,1.4,0.92,9.13,23.26,9.19,324.24,2017-11-02 11:35:45.649322
149,637.3,-626.1,6876,1.4,0.92,9.19,23.19,9.41,326.56,2017-11-02 11:35:47.969322
150,629.6,-622.4,6877,1.4,0.92,9.41,22.97,8.95,328.88,2017-11-02 11:35:50.289322
151,630.0,-639.0,6878,1.4,0.92,8.95,23.57,9.13,331.2,2017-11-02 11:35:52.609322
152,650.8,-630.9,6879,1.4,0.92,9.13,23.13,9.2,333.52,2017-11-02 11:35:54.929322
153,641.0,-626.4,6880,1.4,0.92,9.2,23.12,9.41,335.84,2017-11-02 11:35:57.249322
154,636.4,-622.1,6881,1.4,0.92,9.41,23.01,8.98,338.16,2017-11-02 11:35:59.569322
155,627.4,-626.5,6882,1.4,0.92,8.98,23.4,9.07,340.48,2017-11-02 11:36:01.889322
156,644.3,-626.0,6883,1.4,0.92,9.07,23.23,9.17,342.8,2017-11-02 11:36:04.209322
157,637.9,-622.3,6884,1.4,0.92,9.17,23.22,9.39,345.12,2017-11-02 11:36:06.529322
158,629.8,-625.3,6885,1.4,0.92,9.39,23.0,9.01,347.44,2017-11-02 11:36:08.849322
159,637.5,-619.2,6886,1.4,0.92,9.01,23.74,9.17,349.76,2017-11-02 11:36:11.169322
160,642.2,-641.4,6887,1.4,0.92,9.17,23.21,9.28,352.08,2017-11-02 11:36:13.489322
161,627.5,-650.5,6888,1.4,0.92,9.28,23.03,9.22,354.4,2017-11-02 11:36:15.809322
162,647.8,-638.3,6889,1.4,0.92,9.22,23.01,9.05,356.72,2017-11-02 11:36:18.129322
163,650.0,-634.2,6890,1.4,0.92,9.05,23.59,9.12,359.04,2017-11-02 11:36:20.449322
164,658.0,-629.1,6891,1.4,0.92,9.12,23.13,9.33,361.36,2017-11-02 11:36:22.769322
165,640.6,-625.7,6892,1.4,0.92,9.33,23.04,9.1,363.68,2017-11-02 11:36:25.089322
166,633.7,-631.7,6893,1.4,0.92,9.1,23.19,9.09,366.0,2017-11-02 11:36:27.409322
167,641.9,-625.9,6894,1.4,0.92,9.09,23.58,9.17,368.32,2017-11-02 11:36:29.729322
168,638.3,-631.2,6895,1.4,0.92,9.17,23.12,9.39,370.64,2017-11-02 11:36:32.049322
169,638.5,-646.2,6896,1.4,0.92,9.39,22.98,9.17,372.96,2017-11-02 11:36:34.369322
170,650.4,-628.2,6897,1.4,0.92,9.17,23.22,9.09,375.28,2017-11-02 11:36:36.689322
171,646.6,-626.7,6898,1.4,0.92,9.09,23.53,9.16,377.6,2017-11-02 11:36:39.009322
172,644.6,-633.9,6899,1.4,0.92,9.16,23.13,9.37,379.92,2017-11-02 11:36:41.329322
173,638.6,-623.8,6900,1.4,0.92,9.37,22.99,9.11,382.24,2017-11-02 11:36:43.649322
174,635.7,-636.5,6901,1.4,0.92,9.11,23.17,9.03,384.56,2017-11-02 11:36:45.969322
175,646.0,-626.0,6902,1.4,0.92,9.03,23.64,9.14,386.88,2017-11-02 11:36:48.289322
176,647.0,-631.9,6903,1.4,0.92,9.14,23.33,9.24,389.2,2017-11-02 11:36:50.609322
177,639.0,-622.9,6904,1.4,0.92,9.24,23.12,9.32,391.52,2017-11-02 11:36:52.929322
178,632.2,-639.3,6905,1.4,0.92,9.32,22.94,9.01,393.84,2017-11-02 11:36:55.249322
179,645.8,-630.5,6906,1.4,0.92,9.01,23.69,9.15,396.16,2017-11-02 11:36:57.569322
180,647.5,-635.5,6907,1.4,0.92,9.15,23.25,9.2,398.48,2017-11-02 11:36:59.889322
181,643.1,-624.9,6908,1.4,0.92,9.2,23.24,9.38,400.8,2017-11-02 11:37:02.209322
182,633.9,-622.2,6909,1.4,0.92,9.38,23.07,8.99,403.12,2017-11-02 11:37:04.529322
183,637.9,-638.6,6910,1.4,0.92,8.99,23.59,9.16,405.44,2017-11-02 11:37:06.849322
184,648.5,-630.9,6911,1.4,0.92,9.16,23.14,9.12,407.76,2017-11-02 11:37:09.169322
185,645.8,-630.4,6912,1.4,0.92,9.12,23.12,9.36,410.08,2017-11-02 11:37:11.489322
186,636.6,-623.4,6913,1.4,0.92,9.36,23.01,9.18,412.4,2017-11-02 11:37:13.809322
187,632.8,-629.8,6914,1.4,0.92,9.18,23.04,9.0,414.72,2017-11-02 11:37:16.129322
188,576.8,-600.4,6915,1.4,0.92,9.0,22.25,9.07,417.04,2017-11-02 11:37:18.449322
189,617.4,-589.7,6916,1.4,0.92,9.07,21.99,9.22,419.36,2017-11-02 11:37:20.769322
190,605.2,-618.0,6917,1.4,0.92,9.22,21.84,8.16,421.68,2017-11-02 11:37:23.089322
191,615.4,-618.3,6918,1.4,0.92,8.16,22.22,7.8,424.0,2017-11-02 11:37:25.409322
192,629.3,-622.7,6919,1.4,0.92,7.8,23.08,7.91,426.32,2017-11-02 11:37:27.729322
193,632.8,-581.7,6920,1.4,0.92,7.91,22.56,9.21,428.64,2017-11-02 11:37:30.049322
194,600.2,-623.7,6921,1.4,0.92,9.21,21.93,8.24,430.96,2017-11-02 11:37:32.369322
195,621.6,-611.4,6922,1.4,0.92,8.24,22.3,7.77,433.28,2017-11-02 11:37:34.689322
196,623.2,-589.4,6923,1.4,0.92,7.77,23.02,9.08,435.6,2017-11-02 11:37:37.009322
197,607.7,-597.4,6924,1.4,0.92,9.08,21.94,9.25,437.92,2017-11-02 11:37:39.329322
198,601.8,-648.8,6925,1.4,0.92,9.25,21.79,8.31,440.24,2017-11-02 11:37:41.649322
199,642.5,-616.3,6926,1.4,0.92,8.31,22.28,7.77,442.56,2017-11-02 11:37:43.969322
200,634.7,-586.5,6927,1.4,0.92,7.77,22.71,9.07,444.88,2017-11-02 11:37:46.289322
201,606.7,-609.9,6928,1.4,0.92,9.07,22.14,9.14,447.2,2017-11-02 11:37:48.609322
202,617.1,-621.5,6929,1.4,0.92,9.14,21.87,8.11,449.52,2017-11-02 11:37:50.929322
203,632.2,-610.7,6930,1.4,0.92,8.11,22.35,8.0,451.84,2017-11-02 11:37:53.249322
204,622.4,-585.5,6931,1.4,0.92,8.0,22.35,8.95,454.16,2017-11-02 11:37:55.569322
205,601.2,-591.9,6932,1.4,0.92,8.95,22.39,9.11,456.48,2017-11-02 11:37:57.889322
206,604.8,-594.5,6933,1.4,0.92,9.11,21.98,9.18,458.8,2017-11-02 11:38:00.209322
207,605.9,-617.3,6934,1.4,0.92,9.18,21.94,8.22,461.12,2017-11-02 11:38:02.529322
208,620.9,-620.3,6935,1.4,0.92,8.22,22.19,7.75,463.44,2017-11-02 11:38:04.849322
209,626.4,-584.9,6936,1.4,0.92,7.75,23.02,9.08,465.76,2017-11-02 11:38:07.169322
210,610.3,-637.6,6937,1.4,0.92,9.08,21.98,7.9,468.08,2017-11-02 11:38:09.489322
211,637.6,-617.7,6938,1.4,0.92,7.9,22.58,8.16,470.4,2017-11-02 11:38:11.809322
212,628.5,-586.2,6939,1.4,0.92,8.16,22.35,9.03,472.72,2017-11-02 11:38:14.129322
213,597.6,-637.6,6940,1.4,0.92,9.03,21.99,7.78,475.04,2017-11-02 11:38:16.449322
214,638.3,-618.5,6941,1.4,0.92,7.78,22.99,7.91,477.36,2017-11-02 11:38:18.769322
215,633.8,-630.0,6942,1.4,0.92,7.91,22.69,7.96,479.68,2017-11-02 11:38:21.089322
216,633.0,-581.4,6943,1.4,0.92,7.96,22.55,9.39,482.0,2017-11-02 11:38:23.409322
217,598.3,-585.7,6944,1.4,0.92,9.39,21.7,8.94,484.32,2017-11-02 11:38:25.729322
218,595.3,-595.9,6945,1.4,0.92,8.94,22.19,9.04,486.64,2017-11-02 11:38:28.049322
219,609.2,-627.4,6946,1.4,0.92,9.04,22.25,7.92,488.96,2017-11-02 11:38:30.369322
220,631.6,-622.0,6947,1.4,0.92,7.92,22.5,8.1,491.28,2017-11-02 11:38:32.689322
221,623.2,-584.9,6948,1.4,0.92,8.1,22.39,9.05,493.6,2017-11-02 11:38:35.009322
222,598.8,-627.7,6949,1.4,0.92,9.05,21.95,7.78,495.92,2017-11-02 11:38:37.329322
223,634.0,-639.7,6950,1.4,0.92,7.78,23.06,7.86,498.24,2017-11-02 11:38:39.649322
224,641.8,-622.9,6951,1.4,0.92,7.86,22.53,8.08,500.56,2017-11-02 11:38:41.969322
225,633.4,-577.5,6952,1.4,0.92,8.08,22.36,9.11,502.88,2017-11-02 11:38:44.289322
226,598.6,-623.5,6953,1.4,0.92,9.11,21.77,7.84,505.2,2017-11-02 11:38:46.609322
227,633.3,-632.8,6954,1.4,0.92,7.84,23.13,7.88,507.52,2017-11-02 11:38:48.929322
228,639.2,-621.5,6955,1.4,0.92,7.88,22.52,8.12,509.84,2017-11-02 11:38:51.249322
229,625.9,-584.4,6956,1.4,0.92,8.12,22.35,8.95,512.16,2017-11-02 11:38:53.569322
230,601.3,-639.1,6957,1.4,0.92,8.95,22.11,7.84,514.48,2017-11-02 11:38:55.889322
231,637.8,-584.7,6958,1.4,0.92,7.84,22.78,9.15,516.8,2017-11-02 11:38:58.209322
232,606.2,-589.4,6959,1.4,0.92,9.15,21.97,9.36,519.12,2017-11-02 11:39:00.529322
233,597.5,-592.2,6960,1.4,0.92,9.36,21.76,8.96,521.44,2017-11-02 11:39:02.849322
234,601.4,-633.4,6961,1.4,0.92,8.96,22.33,7.88,523.76,2017-11-02 11:39:05.169322
235,634.9,-626.8,6962,1.4,0.92,7.88,22.67,7.92,526.08,2017-11-02 11:39:07.489322
236,637.0,-619.1,6963,1.4,0.92,7.92,22.53,8.19,528.4,2017-11-02 11:39:09.809322
237,624.1,-585.0,6964,1.4,0.92,8.19,22.32,9.11,530.72,2017-11-02 11:39:12.129322
238,599.3,-627.5,6965,1.4,0.92,9.11,21.75,7.78,533.04,2017-11-02 11:39:14.449322
239,631.7,-632.3,6966,1.4,0.92,7.78,23.14,7.9,535.36,2017-11-02 11:39:16.769322
240,641.6,-627.2,6967,1.4,0.92,7.9,22.54,7.89,537.68,2017-11-02 11:39:19.089322
241,634.3,-596.6,6968,1.4,0.92,7.89,22.51,9.29,540.0,2017-11-02 11:39:21.409322
242,609.8,-619.0,6969,1.4,0.92,9.29,21.78,8.04,542.32,2017-11-02 11:39:23.729322
243,623.6,-620.0,6970,1.4,0.92,8.04,22.33,7.79,544.64,2017-11-02 11:39:26.049322
244,633.4,-592.7,6971,1.4,0.92,7.79,23.02,9.1,546.96,2017-11-02 11:39:28.369322
245,606.7,-589.0,6972,1.4,0.92,9.1,22.03,9.17,549.28,2017-11-02 11:39:30.689322
246,600.9,-627.1,6973,1.4,0.92,9.17,21.95,8.19,551.6,2017-11-02 11:39:33.009322
247,618.6,-621.8,6974,1.4,0.92,8.19,22.38,7.75,553.92,2017-11-02 11:39:35.329322
248,635.9,-619.4,6975,1.4,0.92,7.75,22.78,7.87,556.24,2017-11-02 11:39:37.649322
249,629.0,-600.4,6976,1.4,0.92,7.87,22.89,9.08,558.56,2017-11-02 11:39:39.969322
250,603.7,-625.4,6977,1.4,0.92,9.08,21.93,8.1,560.88,2017-11-02 11:39:42.289322
251,628.3,-609.9,6978,1.4,0.92,8.1,22.38,7.96,563.2,2017-11-02 11:39:44.609322
252,623.8,-625.0,6979,1.4,0.92,7.96,22.45,7.83,565.52,2017-11-02 11:39:46.929322
253,632.5,-586.8,6980,1.4,0.92,7.83,22.96,9.09,567.84,2017-11-02 11:39:49.249322
254,602.3,-596.5,6981,1.4,0.92,9.09,21.97,9.25,570.16,2017-11-02 11:39:51.569322
255,600.1,-624.1,6982,1.4,0.92,9.25,21.88,7.99,572.48,2017-11-02 11:39:53.889322
256,621.3,-621.0,6983,1.4,0.92,7.99,22.35,7.81,574.8,2017-11-02 11:39:56.209322
257,627.9,-596.5,6984,1.4,0.92,7.81,22.98,9.09,577.12,2017-11-02 11:39:58.529322
258,604.6,-600.5,6985,1.4,0.92,9.09,22.0,9.28,579.44,2017-11-02 11:40:00.849322
259,602.9,-629.4,6986,1.4,0.92,9.28,21.88,8.11,581.76,2017-11-02 11:40:03.169322
